footfall,tempMode,AQ,USS,CS,VOC,RP,IP,Temperature,fail,air_risk,thermal_load,sensor_gap,mechanical_pressure,air_pressure_ratio,control_balance,operating_intensity,sensor_stability,risk_score,machine_health_index,machine_health_level,health_numeric,isolation_forest_anomaly_score,isolation_forest_anomaly_flag,lof_anomaly_score,lof_anomaly_flag
0,0,4,2,6,6,41,7,24,1,10,24,2,0.0,1.2,-1,21.666666666666668,2.0,0.8416666666666666,0.1583333333333334,Level 5 - Critical,1,0.46894294633775185,0,1.0886472122538275,0
170,0,3,5,6,1,41,6,20,0,4,20,-2,4.047619047619048,0.25,0,77.0,2.16794833886788,0.3886132618622195,0.6113867381377804,Level 1 - Healthy,5,0.4424304067124334,0,1.0080905801099325,0
7300,0,4,2,6,3,79,4,17,0,7,17,2,91.25,0.6,2,2465.333333333333,1.4832396974191329,0.5362318840579711,0.4637681159420289,Level 3 - Moderate Risk,3,0.602152570889009,1,1.6602598529767068,1
29,1,5,2,4,2,25,5,14,0,7,15,3,1.1153846153846154,0.3333333333333333,-1,22.666666666666668,1.5165750888103102,0.6061244788564623,0.3938755211435377,Level 3 - Moderate Risk,3,0.4442656289504502,0,1.1123725655310894,0
75,2,3,2,5,5,55,7,21,0,8,23,1,1.3392857142857142,1.25,-2,50.333333333333336,1.949358868961793,0.7275957911455231,0.2724042088544769,Level 4 - High Risk,2,0.4696318929612163,0,1.1691579251807243,0
0,6,5,3,6,5,64,2,15,1,10,21,2,0.0,0.8333333333333334,4,26.33333333333333,1.6431676725154984,0.7525362318840578,0.2474637681159421,Level 4 - High Risk,2,0.4419502019731541,0,1.0521379928697558,0
290,2,6,2,6,6,39,3,19,1,12,21,4,7.25,0.8571428571428571,3,116.0,1.949358868961793,0.8992882668254915,0.1007117331745085,Level 5 - Critical,1,0.43780550194461865,0,0.9857216350994277,0
3,5,5,1,6,5,52,7,21,1,10,26,4,0.0566037735849056,0.8333333333333334,-1,25.33333333333333,2.280350850198276,0.8452487591820527,0.1547512408179473,Level 5 - Critical,1,0.44185985459066945,0,0.9964534351849003,0
6,1,5,2,4,2,76,3,4,1,7,5,3,0.0779220779220779,0.3333333333333333,1,28.666666666666668,1.3038404810405295,0.5629612864800476,0.4370387135199524,Level 3 - Moderate Risk,3,0.5000614960476348,1,1.1554956019436027,0
0,0,3,3,6,0,58,4,17,0,3,17,0,0.0,0.0,2,25.0,2.16794833886788,0.386231884057971,0.613768115942029,Level 1 - Healthy,5,0.4241769480968128,0,0.9858499643653039,0
900,0,5,4,7,0,42,2,13,0,5,13,1,20.930232558139537,0.0,5,318.3333333333333,2.701851217221259,0.4065118125868572,0.5934881874131428,Level 2 - Low Risk,4,0.521559044724926,1,1.2058127853307503,1
22,0,5,4,6,5,61,4,15,1,10,15,1,0.3548387096774194,0.8333333333333334,2,32.666666666666664,0.8366600265340756,0.7189015286877108,0.2810984713122891,Level 4 - High Risk,2,0.4543837327875213,0,1.0965137771072748,0
17,7,2,2,6,0,57,6,22,0,2,29,0,0.293103448275862,0.0,0,32.0,2.683281572999748,0.3994048044470915,0.6005951955529085,Level 2 - Low Risk,4,0.4464335552515257,0,1.0094992542084786,0
3,7,6,2,6,6,81,7,21,1,12,28,4,0.0365853658536585,0.8571428571428571,-1,35.0,1.949358868961793,0.9119154258487197,0.0880845741512804,Level 5 - Critical,1,0.45420987459797907,0,1.048705803718996,0
510,1,4,4,6,0,31,3,14,0,4,15,0,15.9375,0.0,3,185.0,2.1908902300206643,0.3745354377605717,0.6254645622394283,Level 1 - Healthy,5,0.4475938530871321,0,1.0084622113515083,0
54,2,2,2,7,0,36,6,18,0,2,20,0,1.4594594594594594,0.0,1,36.0,2.966479394838265,0.3815066507841969,0.6184933492158031,Level 1 - Healthy,5,0.4522323026756894,0,1.0112421370847509,0
7300,5,7,7,6,3,21,2,8,0,10,13,0,331.8181818181818,0.375,4,2443.0,2.345207879911715,0.4554347826086956,0.5445652173913045,Level 2 - Low Risk,4,0.6791871385502686,1,1.8573284361364115,1
0,7,6,2,5,6,69,3,16,1,12,23,4,0.0,0.8571428571428571,2,28.33333333333333,1.816590212458495,0.8902173913043478,0.1097826086956521,Level 5 - Critical,1,0.4284172278117432,0,1.0178962672133876,0
350,0,6,2,6,5,56,3,20,1,11,20,4,6.140350877192983,0.7142857142857143,3,142.0,1.816590212458495,0.8444808417708954,0.1555191582291045,Level 5 - Critical,1,0.44203977070356887,0,0.9874922642590513,0
350,7,6,1,6,6,81,5,22,1,12,29,5,4.2682926829268295,0.8571428571428571,1,151.0,2.16794833886788,0.9448431606114752,0.0551568393885248,Level 5 - Critical,1,0.5015411958914465,1,1.06664198280016,0
1600,0,3,2,4,4,26,2,1,0,7,1,1,59.25925925925926,1.0,2,542.3333333333334,1.0,0.5614155251141553,0.4385844748858447,Level 3 - Moderate Risk,3,0.5961390305792352,1,1.3829398741919188,1
5,5,4,4,6,0,32,5,16,0,4,21,0,0.1515151515151515,0.0,1,17.666666666666668,2.280350850198276,0.3901488981536629,0.6098511018463371,Level 1 - Healthy,5,0.40872775819523804,0,0.9670417460735304,0
2,1,7,7,5,0,62,3,16,0,7,17,0,0.0317460317460317,0.0,2,26.666666666666668,2.966479394838265,0.4151899940440738,0.5848100059559261,Level 2 - Low Risk,4,0.5060841895212641,1,1.2157342147315175,1
110,5,3,4,5,1,50,7,12,0,4,17,-1,2.156862745098039,0.25,-2,57.333333333333336,2.23606797749979,0.3879859043081199,0.61201409569188,Level 1 - Healthy,5,0.4457622988363965,0,1.057274231658346,0
30,5,2,3,6,0,38,5,14,0,2,19,-1,0.7692307692307693,0.0,1,27.33333333333333,2.3874672772626644,0.3311107802263252,0.6688892197736749,Level 1 - Healthy,5,0.4256257930916862,0,0.9756218396895115,0
10,7,6,1,6,5,56,4,20,1,11,27,5,0.175438596491228,0.7142857142857143,2,28.666666666666668,2.073644135332772,0.882471709350804,0.117528290649196,Level 5 - Critical,1,0.43785333939964516,0,1.0138366975983175,0
0,2,4,4,4,0,67,1,11,0,4,13,0,0.0,0.0,3,26.0,1.949358868961793,0.3684782608695652,0.6315217391304347,Level 1 - Healthy,5,0.46330014356674304,0,1.045321860934867,0
900,2,6,5,3,1,25,3,15,0,7,17,1,34.61538461538461,0.1428571428571428,0,313.3333333333333,1.949358868961793,0.4818741314274369,0.518125868572563,Level 2 - Low Risk,4,0.5070974691220613,1,1.051973361647145,0
20,1,5,2,6,4,29,4,22,1,9,23,3,0.6666666666666666,0.6666666666666666,2,23.666666666666668,1.4832396974191326,0.757697041890014,0.242302958109986,Level 4 - High Risk,2,0.4186903890065234,0,0.9963336871305986,0
100,5,6,2,6,6,59,5,21,1,12,26,4,1.6666666666666667,0.8571428571428571,1,60.0,1.7320508075688772,0.910586658725432,0.0894133412745681,Level 5 - Critical,1,0.4267218063991663,0,0.9771365939188765,0
66,7,4,3,7,1,35,5,21,0,5,28,1,1.8333333333333333,0.2,2,40.66666666666666,2.23606797749979,0.502719078816756,0.4972809211832439,Level 3 - Moderate Risk,3,0.42539697984463476,0,1.005989533774176,0
190,7,2,4,6,0,52,6,24,0,2,31,-2,3.5849056603773586,0.0,0,88.66666666666667,2.6076809620810595,0.3390639269406392,0.6609360730593608,Level 1 - Healthy,5,0.4825444041834733,0,1.0635171861021648,0
270,7,3,2,7,1,67,3,15,0,4,22,1,3.9705882352941178,0.25,4,117.33333333333331,2.280350850198276,0.4655042684137383,0.5344957315862617,Level 2 - Low Risk,4,0.44439739457023714,0,1.0012905990368195,0
71,7,2,2,7,0,68,4,14,0,2,21,0,1.0289855072463767,0.0,3,51.0,2.6457513110645907,0.3638824697240421,0.6361175302759579,Level 1 - Healthy,5,0.44905405889414196,0,1.0143651497790644,0
0,7,6,5,3,0,62,3,16,0,6,23,1,0.0,0.0,0,26.0,2.3021728866442674,0.4402173913043479,0.5597826086956521,Level 2 - Low Risk,4,0.4528128589338598,0,1.0506308886923694,0
0,2,4,3,5,5,72,7,15,1,9,17,1,0.0,1.0,-2,29.0,1.4832396974191326,0.7108695652173912,0.2891304347826088,Level 4 - High Risk,2,0.4586779277906175,0,1.1937389923457848,1
4,3,3,5,3,4,48,3,15,1,7,18,-2,0.0816326530612244,1.0,0,22.33333333333333,0.8944271909999159,0.5441481040301767,0.4558518959698233,Level 3 - Moderate Risk,3,0.4837154700768767,0,1.056184932555688,0
83,0,3,4,7,0,29,6,14,0,3,14,-1,2.7666666666666666,0.0,1,42.0,2.7386127875258306,0.3387180861623983,0.6612819138376017,Level 1 - Healthy,5,0.4632678343177747,0,1.0390477541880503,0
16,7,1,3,6,0,61,7,21,0,1,28,-2,0.2580645161290322,0.0,-1,32.666666666666664,3.049590136395381,0.320070676990272,0.6799293230097281,Level 1 - Healthy,5,0.5078087812650978,1,1.127312706860676,0
640,7,5,6,4,0,68,6,1,0,5,8,-1,9.27536231884058,0.0,-2,236.33333333333331,2.4899799195977463,0.2912328767123288,0.7087671232876712,Level 1 - Healthy,5,0.5522588301914977,1,1.1748085908954307,1
0,7,4,3,5,0,84,6,7,0,4,14,1,0.0,0.0,-1,30.33333333333333,2.302172886644268,0.3844202898550725,0.6155797101449275,Level 1 - Healthy,5,0.45592817783006984,0,1.1442604325702856,0
0,0,5,6,4,1,24,4,12,0,6,12,-1,0.0,0.1666666666666666,0,12.0,1.8708286933869709,0.4061594202898551,0.5938405797101449,Level 2 - Low Risk,4,0.46848616070410315,0,1.0328753523836554,0
2800,0,3,6,1,0,28,2,12,0,3,12,-3,96.55172413793105,0.0,-1,946.6666666666666,2.3021728866442674,0.2261365892396267,0.7738634107603732,Level 1 - Healthy,5,0.6298134997552889,1,1.6072873938893213,1
900,7,4,4,6,1,51,3,19,0,5,26,0,17.307692307692307,0.2,3,323.3333333333333,1.816590212458495,0.449265435775263,0.550734564224737,Level 2 - Low Risk,4,0.4508741786675294,0,1.0051286969678455,0
350,7,3,3,7,0,60,5,16,0,3,23,0,5.737704918032787,0.0,2,142.0,2.6076809620810595,0.3770895374230693,0.6229104625769306,Level 1 - Healthy,5,0.44189934782573853,0,0.9807915672425696,0
45,2,3,2,6,0,72,4,14,0,3,16,1,0.6164383561643836,0.0,2,43.66666666666666,2.23606797749979,0.4059053007742704,0.5940946992257297,Level 2 - Low Risk,4,0.42638858710069477,0,1.0128864960711335,0
19,3,5,3,7,3,46,4,23,0,8,26,2,0.4042553191489361,0.5,3,29.33333333333333,1.6733200530681511,0.6703918999404407,0.3296081000595593,Level 4 - High Risk,2,0.4290023754268378,0,1.075968667574628,0
27,2,4,1,6,5,31,3,20,1,9,22,3,0.84375,1.0,3,26.0,1.9235384061671343,0.798905499305142,0.201094500694858,Level 4 - High Risk,2,0.4416355521543393,0,1.0449222507576954,0
0,0,4,1,5,4,53,3,15,1,8,15,3,0.0,0.8,2,22.666666666666668,1.51657508881031,0.7192028985507246,0.2807971014492754,Level 4 - High Risk,2,0.45083117579845816,0,1.1266824800286672,0
11,1,4,3,6,1,45,3,20,0,5,21,1,0.2391304347826087,0.2,3,25.33333333333333,1.8165902124584952,0.4991246773873337,0.5008753226126663,Level 3 - Moderate Risk,3,0.4071442515108326,0,0.9960691755269717,0
83,5,3,3,6,1,40,4,14,0,4,19,0,2.024390243902439,0.25,2,45.66666666666666,1.816590212458495,0.4303847528290649,0.569615247170935,Level 2 - Low Risk,4,0.40193408494212224,0,0.9647620496770599,0
0,3,4,2,6,4,36,6,14,1,8,17,2,0.0,0.8,0,16.666666666666668,1.6733200530681511,0.6815217391304347,0.3184782608695653,Level 4 - High Risk,2,0.419058954843956,0,1.0693861100568527,0
22,7,5,4,6,1,68,3,16,0,6,23,1,0.3188405797101449,0.1666666666666666,3,35.333333333333336,1.9235384061671343,0.4899160214413341,0.5100839785586659,Level 3 - Moderate Risk,3,0.41762134908135196,0,0.9936447718296388,0
25,7,6,3,6,5,41,4,20,1,11,27,3,0.5952380952380952,0.7142857142857143,2,28.666666666666668,1.3038404810405295,0.8155995632320825,0.1844004367679175,Level 4 - High Risk,2,0.42352043560404484,0,1.0155033878680144,0
0,7,3,2,7,1,65,2,15,0,4,22,1,0.0,0.25,5,26.666666666666668,2.345207879911715,0.4692028985507246,0.5307971014492754,Level 2 - Low Risk,4,0.4586069830207384,0,1.0194012782643966,0
7,1,6,3,6,5,30,4,20,1,11,21,3,0.2258064516129032,0.7142857142857143,2,19.0,1.3038404810405295,0.8158461385745484,0.1841538614254516,Level 4 - High Risk,2,0.4249848179809651,0,0.976328364564503,0
470,5,2,3,5,1,48,4,21,0,3,26,-1,9.591836734693878,0.3333333333333333,1,179.66666666666666,1.5811388300841898,0.4138514989080802,0.5861485010919198,Level 2 - Low Risk,4,0.45880561752559573,0,1.0157423134327404,0
0,1,6,2,6,6,35,4,20,1,12,21,4,0.0,0.8571428571428571,2,18.33333333333333,1.7888543819998317,0.907608695652174,0.092391304347826,Level 5 - Critical,1,0.4160828551143535,0,0.9683853089969515,0
190,1,6,2,6,6,35,3,20,1,12,21,4,5.277777777777778,0.8571428571428571,3,81.66666666666667,1.949358868961793,0.9050059559261464,0.0949940440738534,Level 5 - Critical,1,0.4396320615972469,0,0.9855671917375375,0
0,2,5,3,7,2,27,5,20,0,7,22,2,0.0,0.3333333333333333,2,15.666666666666666,1.949358868961793,0.5992753623188406,0.4007246376811594,Level 3 - Moderate Risk,3,0.4252383763600852,0,1.012736130458934,0
110,1,6,5,1,1,33,3,21,0,7,22,1,3.235294117647059,0.1428571428571428,-2,54.66666666666666,2.280350850198276,0.5187830057573953,0.4812169942426046,Level 3 - Moderate Risk,3,0.500249547655371,1,1.094322399225354,0
720,7,5,5,5,1,63,4,23,0,6,30,0,11.25,0.1666666666666666,1,268.6666666666667,1.7320508075688772,0.4774558268810799,0.52254417311892,Level 2 - Low Risk,4,0.4748674490162388,0,1.0874886926335732,0
9,0,4,5,3,5,33,6,17,1,9,17,-1,0.2647058823529412,1.0,-3,19.666666666666668,1.140175425099138,0.6527752630534048,0.3472247369465951,Level 3 - Moderate Risk,3,0.4986376128207932,1,1.1707939358088502,1
0,2,6,1,6,5,26,5,18,1,11,20,5,0.0,0.7142857142857143,1,14.666666666666666,2.073644135332772,0.8739130434782608,0.1260869565217391,Level 5 - Critical,1,0.4344248233149136,0,0.9802451006981958,0
0,3,6,2,6,6,50,3,14,1,12,17,4,0.0,0.8571428571428571,3,21.33333333333333,1.949358868961793,0.8815217391304349,0.1184782608695651,Level 5 - Critical,1,0.4230422869810634,0,0.9960128709281512,0
56,4,6,5,3,0,78,6,15,1,6,19,1,0.7088607594936709,0.0,-3,49.66666666666666,2.549509756796392,0.4351024419297201,0.56489755807028,Level 2 - Low Risk,4,0.4922265399716174,0,1.1555616588241893,0
6,7,5,6,5,6,46,4,20,0,11,27,-1,0.1276595744680851,1.0,1,24.0,0.8366600265340756,0.7325265038713519,0.2674734961286481,Level 4 - High Risk,2,0.49527785285708426,0,1.139602364213293,0
0,7,7,1,7,6,24,6,21,1,13,28,6,0.0,0.75,1,15.0,2.5099800796022267,0.9869565217391304,0.0130434782608696,Level 5 - Critical,1,0.5278025514245114,1,1.2495340275236702,1
8,2,5,2,6,5,25,4,17,1,10,19,3,0.3076923076923077,0.8333333333333334,2,16.666666666666668,1.51657508881031,0.7944556283502084,0.2055443716497915,Level 4 - High Risk,2,0.41089584363295784,0,0.9821002096146481,0
310,7,6,1,6,6,63,4,20,1,12,27,5,4.84375,0.8571428571428571,2,131.0,2.1908902300206643,0.9366954536430414,0.0633045463569585,Level 5 - Critical,1,0.4788764924310659,0,1.0293483249077497,0
45,0,1,2,7,0,31,4,17,0,1,17,-1,1.40625,0.0,3,31.0,2.7748873851023217,0.3356154457018066,0.6643845542981934,Level 1 - Healthy,5,0.4912188633024657,0,1.0984967390878533,0
18,7,6,2,5,4,48,7,24,1,10,31,4,0.3673469387755102,0.5714285714285714,-2,30.0,1.9235384061671343,0.8080867579908676,0.1919132420091324,Level 4 - High Risk,2,0.46467783222706305,0,1.028580258774755,0
0,3,6,6,4,0,49,4,22,0,6,25,0,0.0,0.0,0,23.666666666666668,2.449489742783178,0.4329710144927536,0.5670289855072463,Level 2 - Low Risk,4,0.46077456151461654,0,1.0773349230045968,0
0,0,6,2,5,6,56,3,24,1,12,24,4,0.0,0.8571428571428571,2,26.666666666666668,1.816590212458495,0.925,0.0749999999999999,Level 5 - Critical,1,0.44364615554352577,0,1.0118400765180677,0
0,2,4,5,2,0,23,2,18,0,4,20,-1,0.0,0.0,0,13.666666666666666,1.949358868961793,0.3655797101449275,0.6344202898550725,Level 1 - Healthy,5,0.4745291615710935,0,1.0404593308021486,0
44,7,5,3,7,2,78,4,9,0,7,16,2,0.5569620253164557,0.3333333333333333,3,43.66666666666666,1.9235384061671343,0.5508465356362915,0.4491534643637085,Level 3 - Moderate Risk,3,0.45179009541982396,0,1.0403204037293665,0
0,7,2,4,5,2,53,6,24,0,4,31,-2,0.0,0.6666666666666666,-1,25.666666666666668,1.7888543819998317,0.4583333333333332,0.5416666666666667,Level 2 - Low Risk,4,0.4748272100480801,0,1.1370770673336064,0
0,1,4,4,3,5,31,3,21,1,9,22,0,0.0,1.0,0,17.333333333333332,0.8366600265340756,0.703623188405797,0.296376811594203,Level 4 - High Risk,2,0.4657852094485576,0,1.09999624866821,0
0,7,7,1,6,6,39,3,16,1,13,23,6,0.0,0.75,3,18.33333333333333,2.5099800796022267,0.9652173913043478,0.0347826086956521,Level 5 - Critical,1,0.5077210442710164,1,1.1409694197580784,0
88,4,6,3,6,5,28,6,21,1,11,25,3,3.034482758620689,0.7142857142857143,0,45.66666666666666,1.3038404810405295,0.8190843756204089,0.180915624379591,Level 4 - High Risk,2,0.4347693296761847,0,0.9793542488271658,0
400,1,2,3,7,1,32,4,5,0,3,6,-1,12.12121212121212,0.3333333333333333,3,145.66666666666666,2.3021728866442674,0.3452451856263649,0.654754814373635,Level 1 - Healthy,5,0.4928390769738599,0,1.0813416506334455,0
31,7,2,2,7,0,22,4,6,0,2,13,0,1.3478260869565215,0.0,3,19.666666666666668,2.6457513110645907,0.3296478062338694,0.6703521937661305,Level 1 - Healthy,5,0.48772639210311686,0,1.1134040982102154,0
19,3,2,2,6,0,36,6,24,0,2,27,0,0.5135135135135135,0.0,0,26.33333333333333,2.683281572999748,0.4080730593607306,0.5919269406392693,Level 2 - Low Risk,4,0.44487172529015884,0,0.9908041067557475,0
83,0,2,4,6,0,33,6,4,0,2,4,-2,2.4411764705882355,0.0,0,40.0,2.6076809620810595,0.2535731586261663,0.7464268413738336,Level 1 - Healthy,5,0.5207680849998929,1,1.1595531231846303,0
3,0,6,7,3,5,33,4,9,0,11,9,-1,0.088235294117647,0.7142857142857143,-1,15.0,1.5811388300841898,0.6347415128052413,0.3652584871947587,Level 3 - Moderate Risk,3,0.5238233788995914,1,1.1488267111555848,0
56,2,5,2,6,5,35,6,22,1,10,24,3,1.5555555555555556,0.8333333333333334,0,37.66666666666666,1.6431676725154984,0.8155372245384158,0.1844627754615841,Level 4 - High Risk,2,0.40698011765520276,0,0.9732977559891747,0
4,6,3,4,5,1,53,3,13,0,4,19,-1,0.074074074074074,0.25,2,23.33333333333333,1.4832396974191326,0.393785785189597,0.606214214810403,Level 2 - Low Risk,4,0.42026337948754516,0,0.9885337021257908,0
11,5,2,4,4,2,71,6,15,0,4,20,-2,0.1527777777777778,0.6666666666666666,-2,32.333333333333336,1.6733200530681511,0.4190522136192177,0.5809477863807823,Level 2 - Low Risk,4,0.4724054659424786,0,1.225994279879244,1
7,2,2,3,7,4,38,4,21,0,6,23,-1,0.1794871794871795,1.3333333333333333,3,22.0,1.8708286933869709,0.5951939646615049,0.4048060353384951,Level 3 - Moderate Risk,3,0.4685592428313378,0,1.2913726854829986,1
170,2,4,2,6,6,21,3,8,1,10,10,2,7.727272727272727,1.2,3,66.33333333333333,1.7888543819998317,0.7697726821520746,0.2302273178479253,Level 4 - High Risk,2,0.49730618082380734,0,1.2600693879718197,1
170,7,4,1,5,4,89,7,20,1,8,27,3,1.8888888888888888,0.8,-2,93.0,2.16794833886788,0.7386132618622195,0.2613867381377804,Level 4 - High Risk,2,0.49188621591052156,0,1.2044909732332998,1
42,0,3,6,5,2,40,3,17,0,5,17,-3,1.024390243902439,0.5,2,33.0,1.6431676725154984,0.4023232082588842,0.5976767917411158,Level 2 - Low Risk,4,0.46444859496799185,0,1.075499645520894,0
3500,7,2,2,6,0,34,4,4,0,2,11,0,100.0,0.0,2,1179.3333333333333,2.280350850198276,0.2734316061147508,0.7265683938852492,Level 1 - Healthy,5,0.5824029003136533,1,1.6357599363499462,1
170,2,4,4,4,0,53,3,13,1,4,15,0,3.1481481481481484,0.0,1,78.66666666666667,1.7320508075688772,0.3748451459201906,0.6251548540798094,Level 1 - Healthy,5,0.429901706989321,0,1.012506274494954,0
190,1,5,2,5,1,32,3,21,0,6,22,3,5.757575757575758,0.1666666666666666,2,81.0,1.7888543819998317,0.5760204486797698,0.4239795513202302,Level 3 - Moderate Risk,3,0.43845752834088797,0,1.041627257833775,0
900,7,4,2,6,5,76,4,15,0,9,22,2,11.688311688311687,1.0,2,330.3333333333333,1.4832396974191329,0.7318741314274368,0.2681258685725631,Level 4 - High Risk,2,0.47272702483180795,0,1.0749090480939751,0
0,7,4,4,7,0,47,3,8,0,4,15,0,0.0,0.0,4,18.33333333333333,2.5099800796022267,0.3554347826086956,0.6445652173913043,Level 1 - Healthy,5,0.4449821102030316,0,1.0302187794876538,0
12,3,2,4,6,0,27,5,24,0,2,27,-2,0.4285714285714285,0.0,1,21.0,2.4083189157584592,0.3415022831050228,0.6584977168949772,Level 1 - Healthy,5,0.4604245524608696,0,1.0162363916966193,0
40,7,5,4,6,5,64,3,17,1,10,24,1,0.6153846153846154,0.8333333333333334,3,40.333333333333336,1.1401754250991378,0.7273506055191582,0.2726493944808418,Level 4 - High Risk,2,0.4370108270319573,0,1.047769799697379,0
42,2,3,3,5,0,32,7,23,0,3,25,0,1.2727272727272727,0.0,-2,32.333333333333336,2.6076809620810595,0.4117434981139567,0.5882565018860433,Level 2 - Low Risk,4,0.4555554304270201,0,1.005800180230702,0
3,0,4,4,3,0,32,3,3,0,4,3,0,0.0909090909090909,0.0,0,12.666666666666666,1.6431676725154984,0.3336545562835021,0.666345443716498,Level 1 - Healthy,5,0.5041980833775811,1,1.071186487342004,0
54,7,4,2,6,4,62,5,20,1,8,27,2,0.8571428571428571,0.8,1,45.333333333333336,1.4832396974191326,0.7068689696247765,0.2931310303752235,Level 4 - High Risk,2,0.42096412548327,0,1.0101385849528544,0
6,0,5,4,5,5,55,3,13,0,10,13,1,0.1071428571428571,0.8333333333333334,2,24.666666666666668,0.8944271909999159,0.7104250545959896,0.2895749454040104,Level 4 - High Risk,2,0.45460830006415787,0,1.0737268930276438,0
9,3,3,2,5,1,47,6,24,0,4,27,1,0.1875,0.25,-1,26.666666666666668,2.073644135332772,0.5082100456621005,0.4917899543378995,Level 3 - Moderate Risk,3,0.4254044213093296,0,0.9772384947786985,0
42,7,4,3,6,4,28,7,17,1,8,24,1,1.4482758620689655,0.8,-1,29.0,1.6431676725154984,0.6606565415922175,0.3393434584077824,Level 3 - Moderate Risk,3,0.43073984961845374,0,1.0596801618002871,0
